order_date,sales_qty,sales_amount,currency,user_id,r_id
04-05-2018,1,449,INR,21899,249335
07-05-2018,1,449,INR,70074,174458
09-05-2018,1,449,INR,37250,129691
11-05-2018,1,449,INR,72426,139864
11-05-2018,7,9880,INR,18079,486482
16-05-2018,1,301,INR,62919,109839
16-05-2018,6,7954,INR,94707,102219
17-05-2018,1,2153,INR,97031,364571
17-05-2018,4,5306,INR,41199,413342
18-05-2018,1,1801,INR,77922,387177
23-05-2018,2,2699,INR,51642,141706
24-05-2018,1,1616,INR,76180,501701
25-05-2018,2,2245,INR,72634,456922
26-05-2018,1,0,INR,59836,102582
28-05-2018,1,903,INR,26473,405031
29-05-2018,4,5306,INR,79770,263185
30-05-2018,3,3778,INR,88503,109549
31-05-2018,1,537,INR,83948,487422
31-05-2018,1,1417,INR,36470,163436
31-05-2018,4,5306,INR,28527,282630
01-06-2018,1,472,INR,63006,255651
01-06-2018,3,4051,INR,18923,549624
01-06-2018,10,14815,INR,94662,413451
06-06-2018,3,4495,INR,73355,523044
07-06-2018,2,2690,INR,79063,102038
07-06-2018,1,1417,INR,38422,403754
08-06-2018,1,449,INR,65501,545808
08-06-2018,18,23866,INR,390,439417
11-06-2018,1,898,INR,74308,390478
11-06-2018,3,4940,INR,10829,103649
13-06-2018,1,449,INR,18627,430451
14-06-2018,1,2153,INR,95761,518548
14-06-2018,1,472,INR,65289,518819
14-06-2018,1,449,INR,12714,447526
14-06-2018,4,5306,INR,44862,102579
15-06-2018,3,3602,INR,72306,126128
18-06-2018,4,3583,INR,41736,518803
18-06-2018,4,4954,INR,52484,377434
21-06-2018,1,1889,INR,28492,442180
18-07-2018,1,472,INR,69086,129551
18-07-2018,1,1352,INR,70248,577891
19-07-2018,1,1616,INR,79404,462172
19-07-2018,1,449,INR,23302,104481
23-07-2018,1,1801,INR,88139,536499
30-07-2018,1,1801,INR,89503,532670
25-01-2019,1,449,INR,63311,113036
04-02-2019,1,449,INR,38163,536328
20-02-2019,1,449,INR,41993,109548
13-03-2019,1,444,INR,39307,364627
28-03-2019,1,444,INR,97619,104147
30-04-2019,1,0,INR,95267,553404
06-10-2017,1,505,INR,76228,271964
13-10-2017,1,1514,INR,88936,102041
20-10-2017,1,2023,INR,94962,497063
27-10-2017,25,37889,INR,64618,378028
08-02-2018,1,593,INR,26758,549633
16-02-2018,1,597,INR,75559,143194
26-02-2018,1,2389,INR,51444,327008
01-03-2018,1,593,INR,13095,497638
02-03-2018,1,1194,INR,16154,580202
05-03-2018,8,13736,INR,99658,377292
12-03-2018,1,1194,INR,82709,102571
03-04-2018,1,597,INR,55321,476303
09-04-2018,1,597,INR,9717,451742
13-04-2018,1,597,INR,22741,451743
24-04-2018,17,17472,INR,47750,116272
26-04-2018,2,2986,INR,79403,102581
27-04-2018,2,2986,INR,11797,508701
07-05-2018,1,597,INR,78696,549383
14-05-2018,1,1194,INR,36572,440950
18-05-2018,1,796,INR,64023,355561
31-05-2018,26,26722,INR,44725,462505
11-06-2018,1,796,INR,40667,186264
13-06-2018,1,796,INR,74544,211142
14-06-2018,1,3185,INR,54146,489422
18-06-2018,1,796,INR,39568,401391
22-06-2018,1,2389,INR,91996,354669
29-06-2018,1,3185,INR,1471,519622
09-07-2018,2,5574,INR,75222,153339
13-07-2018,1,796,INR,95293,443028
20-07-2018,1,796,INR,21716,226773
27-07-2018,1,796,INR,3973,385197
03-08-2018,1,1593,INR,80534,431115
12-10-2018,1,514,INR,5105,508583
17-10-2018,1,4759,INR,41699,132538
25-10-2018,1,1190,INR,93225,394140
26-10-2018,1,1190,INR,41086,124500
31-10-2018,3,4106,INR,95693,370259
05-11-2018,2,5949,INR,17157,533855
06-11-2018,2,5949,INR,26770,125180
07-12-2018,1,514,INR,91483,263297
14-12-2018,1,514,INR,22416,410629
21-12-2018,1,514,INR,21591,461084
28-12-2018,1,0,INR,14159,499377
28-01-2019,1,514,INR,81159,390901
01-02-2019,1,514,INR,33026,127306
08-02-2019,1,1028,INR,70197,111386
15-02-2019,1,2056,INR,68124,308169
22-02-2019,1,796,INR,31683,537808
22-02-2019,1,1542,INR,26824,433648
01-03-2019,1,514,INR,20053,115931
08-03-2019,1,1028,INR,20595,579047
12-04-2019,1,796,INR,64678,174464
03-06-2019,1,796,INR,57538,163435
17-06-2019,1,1593,INR,1389,417015
24-06-2019,1,796,INR,27107,376602
15-07-2019,1,611,INR,239,546139
16-08-2019,1,1028,INR,21233,102578
27-09-2019,1,514,INR,29788,503432
04-10-2019,1,514,INR,41340,514288
18-10-2019,1,514,INR,36937,552372
21-10-2019,1,796,INR,17267,385938
25-10-2019,1,796,INR,66837,164297
01-11-2019,1,514,INR,35279,579040
04-11-2019,1,796,INR,93608,539663
08-11-2019,1,1593,INR,26109,120193
08-11-2019,1,514,INR,32256,102631
15-11-2019,1,3185,INR,60760,189441
15-11-2019,1,514,INR,30203,102039
18-11-2019,1,514,INR,98708,127463
06-12-2019,2,4778,INR,45289,109387
06-12-2019,1,514,INR,98692,306094
13-12-2019,4,10352,INR,49142,102577
20-12-2019,1,796,INR,68017,242722
12-06-2020,1,1028,INR,71065,528374
16-06-2020,1,514,INR,45681,355563
05-06-2018,33,29648,INR,76291,417020
10-10-2017,240,143560,INR,82777,385636
11-10-2017,7,6204,INR,30666,546127
16-10-2017,1,495,INR,6590,195788
23-10-2017,20,25130,INR,51094,102040
25-10-2017,1,986,INR,3896,414252
02-11-2017,13,23898,INR,90057,484449
03-11-2017,1,296,INR,43718,530955
08-11-2017,1,356,INR,20705,554195
10-10-2017,100,41241,INR,92578,450591
08-05-2018,3,-1,INR,357,509389
06-04-2018,1,875,INR,73050,385811
11-04-2018,1,583,INR,38727,419356
18-06-2018,6,7176,INR,71407,103646
23-11-2017,39,21412,INR,89997,120977
27-11-2017,35,19213,INR,23396,372399
28-11-2017,310,170185,INR,65386,455954
29-11-2017,184,101194,INR,76708,292480
30-11-2017,35,19213,INR,44323,512637
29-11-2017,17,9426,INR,21594,372402
19-12-2017,1,218,INR,33803,530390
07-08-2018,5,3093,INR,7671,372748
04-12-2017,58,30306,INR,77012,236464
29-06-2018,38,52319,INR,33103,257314
02-07-2018,93,126296,INR,23660,525290
03-07-2018,79,107500,INR,75074,372401
04-07-2018,1,273,INR,45986,566600
06-07-2018,3,3574,INR,37307,187581
13-07-2018,1,273,INR,5009,364460
07-06-2019,20,23403,INR,33457,350908
29-07-2019,81,76329,INR,4443,103645
01-08-2019,5,4542,INR,25386,547588
19-09-2019,18,16579,INR,70923,363377
27-09-2019,90,105301,INR,32671,365286
09-10-2017,1,185,INR,62918,174578
13-10-2017,1,556,INR,64287,207907
27-10-2017,1,551,INR,85714,480302
03-11-2017,1,167,INR,68740,229462
06-11-2017,1,333,INR,69686,509922
10-11-2017,1,500,INR,12259,244302
16-11-2017,1,333,INR,35344,229475
17-11-2017,1,333,INR,9088,417740
27-11-2017,1,500,INR,24769,388007
04-12-2017,1,833,INR,50624,300380
08-12-2017,1,167,INR,5811,190030
11-12-2017,1,833,INR,83331,180225
18-12-2017,1,1000,INR,66009,186918
27-12-2017,2,1833,INR,76381,383698
28-12-2017,1,167,INR,40866,365232
05-01-2018,1,167,INR,11018,383695
08-01-2018,1,833,INR,17420,551764
22-01-2018,1,167,INR,84389,546062
21-02-2018,26,10657,INR,16476,193441
23-02-2018,1,167,INR,461,165411
03-08-2018,1,157,INR,34583,127035
24-08-2018,1,315,INR,1140,281294
21-09-2018,1,630,INR,34365,383696
28-09-2018,1,315,INR,25837,383699
09-11-2018,1,157,INR,43993,406415
16-11-2018,1,472,INR,1656,400606
07-12-2018,1,157,INR,19158,127034
14-12-2018,1,157,INR,37140,496555
25-01-2019,1,315,INR,8319,368710
01-02-2019,1,157,INR,25322,302166
08-02-2019,1,472,INR,34568,116271
15-02-2019,1,472,INR,34540,332173
22-02-2019,1,315,INR,99740,512784
01-03-2019,1,472,INR,42835,394530
08-03-2019,1,315,INR,17023,385163
15-03-2019,1,157,INR,75186,414910
22-03-2019,1,315,INR,37337,437594
29-03-2019,1,315,INR,84163,367523
05-04-2019,1,315,INR,57605,370137
12-04-2019,1,787,INR,41023,530618
23-04-2019,1,630,INR,47164,484451
29-04-2019,1,472,INR,78967,472498
06-05-2019,1,315,INR,19311,381376
10-05-2019,1,787,INR,26444,423682
17-05-2019,1,1102,INR,6563,472852
03-06-2019,1,787,INR,94769,109260
07-06-2019,1,157,INR,42597,110560
17-06-2019,1,315,INR,71000,518550
24-06-2019,1,315,INR,13451,568511
28-06-2019,1,315,INR,653,369083
05-07-2019,1,472,INR,28963,109771
12-07-2019,1,630,INR,30377,492183
19-07-2019,1,944,INR,86094,152803
26-07-2019,2,1417,INR,25079,164125
02-08-2019,2,1417,INR,80312,350307
09-08-2019,1,787,INR,81715,502166
16-08-2019,1,1259,INR,33376,531799
02-09-2019,2,1574,INR,69029,380534
03-09-2019,1,630,INR,35281,394135
06-09-2019,1,157,INR,18749,153648
13-09-2019,2,1417,INR,66146,556855
20-09-2019,1,630,INR,49872,489107
23-09-2019,200,66111,INR,88104,569383
27-09-2019,2,1884,INR,30000,531219
07-10-2019,1,944,INR,27589,500770
28-10-2019,7,2574,INR,86321,553063
08-11-2019,1,630,INR,10466,237779
15-11-2019,1,472,INR,94974,442389
22-11-2019,1,944,INR,89592,547753
29-11-2019,2,1417,INR,78942,166205
06-12-2019,1,1259,INR,14284,173008
13-12-2019,4,3773,INR,41986,361206
20-12-2019,1,315,INR,15826,153653
09-01-2020,1,630,INR,73049,279448
10-01-2020,1,472,INR,89028,493220
17-01-2020,2,2042,INR,38725,124383
07-02-2020,1,417,INR,41101,555105
14-02-2020,1,310,INR,31987,326486
28-02-2020,1,208,INR,21695,520872
06-03-2020,1,620,INR,75245,530620
13-03-2020,1,620,INR,65549,479984
03-04-2020,1,829,INR,38986,152804
14-04-2020,4,2694,INR,63504,432868
20-04-2020,1,102,INR,28966,424993
15-05-2020,2,528,INR,82951,300432
24-10-2017,1,380,INR,90874,532330
25-10-2017,1,560,INR,92898,256769
30-10-2017,1,560,INR,6894,559895
27-11-2017,1,1116,INR,26576,251915
11-12-2017,1,657,INR,38410,134577
12-12-2017,1,560,INR,29675,523072
19-12-2017,1,657,INR,86444,476268
12-02-2018,1,560,INR,803,412598
19-10-2018,11,6218,INR,14358,452854
20-11-2017,7,2426,INR,92104,354044
24-11-2017,33,15278,INR,36827,553046
14-11-2018,3,3032,INR,74728,288425
22-05-2019,2,3194,INR,14635,481576
23-05-2019,1,912,INR,79376,368664
28-05-2019,1,1824,INR,36957,532732
29-05-2019,1,458,INR,97379,404666
31-05-2019,3,4444,INR,1353,143559
03-06-2019,1,458,INR,32732,183499
04-06-2019,1,458,INR,22947,395982
05-06-2019,1,1824,INR,63301,569289
05-06-2019,2,2667,INR,29054,419787
06-06-2019,14,19171,INR,54679,419687
07-06-2019,1,458,INR,57104,249645
11-06-2019,1,458,INR,42896,332479
12-06-2019,1,458,INR,41062,415635
14-06-2019,1,1370,INR,97488,479113
14-06-2019,2,2667,INR,70126,410836
17-06-2019,1,1333,INR,16467,476276
18-06-2019,1,597,INR,73121,385489
18-06-2019,7,8889,INR,89035,305454
19-06-2019,1,1778,INR,31046,570971
28-06-2019,7,9130,INR,77590,405673
23-04-2018,1,602,INR,55008,377020
03-05-2018,2,3227,INR,92915,420152
04-05-2018,1,449,INR,64903,403440
07-05-2018,1,449,INR,75131,258830
09-05-2018,1,449,INR,14129,361216
11-05-2018,1,449,INR,70550,192853
11-05-2018,7,9880,INR,67790,412322
16-05-2018,1,301,INR,23858,480140
16-05-2018,6,7954,INR,56549,530382
17-05-2018,1,2153,INR,981,507033
17-05-2018,4,5306,INR,31048,441979
18-05-2018,1,1801,INR,26610,545216
23-05-2018,2,2699,INR,49415,480225
24-05-2018,1,1616,INR,52483,387711
25-05-2018,2,2245,INR,83543,258777
26-05-2018,1,0,INR,38713,389125
28-05-2018,1,903,INR,12000,489340
29-05-2018,4,5306,INR,36815,505432
30-05-2018,3,3778,INR,81421,571985
31-05-2018,1,537,INR,51098,568905
31-05-2018,1,1417,INR,7671,146227
31-05-2018,4,5306,INR,70112,146243
01-06-2018,1,472,INR,30733,146156
01-06-2018,3,4051,INR,81739,218090
01-06-2018,10,14815,INR,10374,146192
06-06-2018,3,4495,INR,12121,239690
07-06-2018,2,2690,INR,3418,524742
07-06-2018,1,1417,INR,9465,466231
08-06-2018,1,449,INR,98989,312572
08-06-2018,18,23866,INR,92306,146161
11-06-2018,1,898,INR,53345,570337
11-06-2018,3,4940,INR,20294,323083
13-06-2018,1,449,INR,46862,482021
14-06-2018,1,2153,INR,90813,436752
14-06-2018,1,472,INR,28092,519105
14-06-2018,1,449,INR,38693,414955
14-06-2018,4,5306,INR,77252,459695
15-06-2018,3,3602,INR,28435,303459
18-06-2018,4,3583,INR,65812,572668
18-06-2018,4,4954,INR,71560,538526
21-06-2018,1,1889,INR,82969,326274
18-07-2018,1,472,INR,52413,276830
18-07-2018,1,1352,INR,52147,297700
19-07-2018,1,1616,INR,63512,362114
19-07-2018,1,449,INR,45741,324273
23-07-2018,1,1801,INR,22039,326295
30-07-2018,1,1801,INR,47158,326297
25-01-2019,1,449,INR,56053,218114
04-02-2019,1,449,INR,6607,326279
20-02-2019,1,449,INR,26271,326275
13-03-2019,1,444,INR,97022,326272
28-03-2019,1,444,INR,24967,146144
30-04-2019,1,0,INR,33710,544517
06-10-2017,1,505,INR,58053,146135
13-10-2017,1,1514,INR,86946,430688
20-10-2017,1,2023,INR,51682,524405
27-10-2017,25,37889,INR,33077,228898
08-02-2018,1,593,INR,15565,227061
16-02-2018,1,597,INR,3187,107348
26-02-2018,1,2389,INR,63914,102141
01-03-2018,1,593,INR,34338,133317
02-03-2018,1,1194,INR,99265,396907
05-03-2018,8,13736,INR,12221,106153
12-03-2018,1,1194,INR,55544,191297
03-04-2018,1,597,INR,43975,140286
09-04-2018,1,597,INR,37842,129221
13-04-2018,1,597,INR,17872,216571
24-04-2018,17,17472,INR,4964,148652
26-04-2018,2,2986,INR,25717,226493
27-04-2018,2,2986,INR,49237,106660
07-05-2018,1,597,INR,90836,144087
14-05-2018,1,1194,INR,7296,354337
18-05-2018,1,796,INR,37994,133984
31-05-2018,26,26722,INR,77880,106644
11-06-2018,1,796,INR,91609,459039
13-06-2018,1,796,INR,74137,106649
14-06-2018,1,3185,INR,88366,107356
18-06-2018,1,796,INR,88793,525705
22-06-2018,1,2389,INR,60885,156626
29-06-2018,1,3185,INR,15704,542392
09-07-2018,2,5574,INR,25161,107347
13-07-2018,1,796,INR,42452,129223
20-07-2018,1,796,INR,91783,106647
27-07-2018,1,796,INR,44011,142469
03-08-2018,1,1593,INR,95681,166872
12-10-2018,1,514,INR,50851,391689
17-10-2018,1,4759,INR,66233,317459
25-10-2018,1,1190,INR,89429,288965
26-10-2018,1,1190,INR,62412,474522
31-10-2018,3,4106,INR,28403,397298
05-11-2018,2,5949,INR,30430,487740
06-11-2018,2,5949,INR,34240,106656
07-12-2018,1,514,INR,9424,381464
14-12-2018,1,514,INR,27135,402612
21-12-2018,1,514,INR,24089,437089
28-12-2018,1,0,INR,3624,156634
28-01-2019,1,514,INR,64033,186059
01-02-2019,1,514,INR,10771,351254
08-02-2019,1,1028,INR,80030,173873
15-02-2019,1,2056,INR,32311,147499
22-02-2019,1,796,INR,93589,129219
22-02-2019,1,1542,INR,82183,231022
01-03-2019,1,514,INR,35887,106158
08-03-2019,1,1028,INR,74367,317458
12-04-2019,1,796,INR,81057,568813
03-06-2019,1,796,INR,88160,210529
17-06-2019,1,1593,INR,12949,480230
24-06-2019,1,796,INR,67709,450577
15-07-2019,1,611,INR,93095,167658
16-08-2019,1,1028,INR,18042,429042
27-09-2019,1,514,INR,46943,387090
04-10-2019,1,514,INR,50847,129225
18-10-2019,1,514,INR,45608,129222
21-10-2019,1,796,INR,36035,563133
25-10-2019,1,796,INR,37160,308502
01-11-2019,1,514,INR,97325,379784
04-11-2019,1,796,INR,66548,106155
08-11-2019,1,1593,INR,26926,451858
08-11-2019,1,514,INR,56955,346113
15-11-2019,1,3185,INR,86772,345169
15-11-2019,1,514,INR,77670,488972
18-11-2019,1,514,INR,70246,470446
06-12-2019,2,4778,INR,9893,260664
06-12-2019,1,514,INR,40204,142468
13-12-2019,4,10352,INR,78557,106659
20-12-2019,1,796,INR,35173,498164
12-06-2020,1,1028,INR,58409,129218
16-06-2020,1,514,INR,72553,361218
05-06-2018,33,29648,INR,24179,106652
10-10-2017,240,143560,INR,49796,155345
11-10-2017,7,6204,INR,89408,541876
16-10-2017,1,495,INR,77467,140285
23-10-2017,20,25130,INR,80625,354470
25-10-2017,1,986,INR,38515,381614
02-11-2017,13,23898,INR,2661,460534
03-11-2017,1,296,INR,55822,424638
08-11-2017,1,356,INR,41258,535243
14-11-2017,1,1977,INR,76145,544934
22-11-2017,1,296,INR,3351,422057
22-11-2017,7,8375,INR,56019,457691
05-12-2017,4,7171,INR,72103,498026
15-12-2017,1,356,INR,25386,226002
15-01-2018,1,356,INR,75230,417721
22-01-2018,7,8375,INR,11411,378373
06-02-2018,208,77931,INR,51070,418416
08-02-2018,105,40704,INR,44828,155342
09-02-2018,125,47074,INR,43352,542806
14-02-2018,10,4028,INR,62707,484400
24-04-2018,33,30167,INR,24500,108693
24-05-2018,6,1968,INR,44407,398254
20-11-2017,3,1366,INR,70919,477251
01-12-2017,1,495,INR,4134,129214
22-03-2018,17,6713,INR,94294,221998
18-05-2018,57,27708,INR,9325,142467
13-10-2017,1,537,INR,15578,452094
17-10-2017,7,7644,INR,8682,216034
21-11-2017,1,157,INR,90202,387274
24-11-2017,8,10972,INR,2019,387984
01-12-2017,1,1218,INR,26873,418431
04-12-2017,9,13407,INR,48303,256523
10-01-2018,5,0,INR,85273,400695
12-01-2018,1,245,INR,22722,190512
22-02-2018,1,245,INR,86602,298120
28-06-2018,187,115481,INR,13240,298134
29-06-2018,38,78986,INR,17066,516317
02-07-2018,119,245546,INR,11140,471533
03-07-2018,79,162292,INR,20687,307163
04-07-2018,1,412,INR,8840,402269
06-07-2018,5,7981,INR,20266,492449
11-07-2018,19,27505,INR,40293,306768
13-07-2018,173,145921,INR,53689,531066
13-07-2018,1,546,INR,80009,572448
19-07-2018,20,28167,INR,44257,548154
24-07-2018,23,32764,INR,30599,384570
25-07-2018,5,6648,INR,47303,508034
26-07-2018,28,40366,INR,55877,475170
27-07-2018,3,4273,INR,39183,382150
31-07-2018,1,949,INR,38376,107750
01-08-2018,1,477,INR,28381,522250
02-08-2018,1,949,INR,55341,359032
03-08-2018,41,70356,INR,18710,106651
07-08-2018,7,6528,INR,94920,485620
07-08-2018,1,477,INR,80358,155428
10-08-2018,12,19727,INR,46096,353206
15-08-2018,2,3324,INR,17157,231062
12-09-2018,227,103889,INR,46366,514461
13-09-2018,36,18167,INR,16819,574146
06-02-2019,112,106560,INR,75082,381622
15-03-2019,50,90130,INR,73222,424442
22-03-2019,30,54079,INR,3566,156629
08-05-2019,182,153815,INR,86063,439733
17-05-2019,1,306,INR,3147,392717
12-07-2019,157,132519,INR,88325,407920
29-07-2019,111,152833,INR,61714,282725
01-08-2019,7,10144,INR,55686,302297
28-08-2019,7,8991,INR,30426,528945
06-09-2019,1,1218,INR,97437,377559
13-09-2019,1,1708,INR,96002,372467
19-09-2019,177,79676,INR,83479,376670
20-09-2019,1,486,INR,48650,376532
10-10-2019,18,25356,INR,51928,541131
07-11-2019,13,17519,INR,15061,147502
29-11-2019,4,6338,INR,95076,375975
05-10-2017,4,9190,INR,73590,575772
06-10-2017,4,8384,INR,5758,492152
12-10-2017,2,4889,INR,84776,477947
13-10-2017,2,3495,INR,74682,383822
13-10-2017,1,2065,INR,70683,574413
25-10-2017,1,1380,INR,55886,432874
27-10-2017,6,11870,INR,58460,285935
03-11-2017,6,12574,INR,76925,148656
06-11-2017,1,2796,INR,53527,210521
10-11-2017,2,4889,INR,40712,463976
17-11-2017,1,2792,INR,13750,513496
20-11-2017,33,68898,INR,78050,560965
23-11-2017,1,2792,INR,59992,384964
24-11-2017,3,6991,INR,84099,453970
27-11-2017,1,681,INR,52135,454572
30-11-2017,22,44782,INR,68138,133987
01-12-2017,13,26537,INR,48371,515674
06-12-2017,2,3444,INR,71992,384541
07-12-2017,2,4190,INR,17503,235936
07-12-2017,1,2755,INR,14677,74562
08-12-2017,9,18852,INR,83711,74569
12-12-2017,1,1380,INR,55791,92199
14-12-2017,3,6287,INR,51369,74558
15-12-2017,20,41199,INR,41479,102855
18-12-2017,1,1356,INR,78661,74359
19-12-2017,1,681,INR,51349,93939
21-12-2017,3,5588,INR,57486,466379
22-12-2017,15,32125,INR,74109,102893
22-12-2017,7,13778,INR,10239,299472
02-01-2018,2,4194,INR,78033,392498
02-01-2018,1,2713,INR,45290,102884
05-01-2018,31,65648,INR,58930,202097
08-01-2018,23,48231,INR,91189,446731
12-01-2018,8,16065,INR,17158,102924
15-01-2018,1,1356,INR,78557,576441
16-01-2018,1,1356,INR,76806,289869
29-01-2018,1,681,INR,60035,547286
01-02-2018,1,1398,INR,25211,252910
02-02-2018,10,20255,INR,93186,422482
06-02-2018,1,681,INR,39132,499591
09-02-2018,1,699,INR,42396,102954
22-02-2018,6,12014,INR,67350,530179
10-04-2018,1,681,INR,21434,506276
19-04-2018,19,43537,INR,1769,540806
23-04-2018,1,681,INR,78177,79627
08-05-2018,28,65310,INR,69687,423314
15-05-2018,1,681,INR,66159,554819
04-06-2018,9,21769,INR,52862,398748
08-06-2018,1,2176,INR,61643,91224
16-01-2018,8,17222,INR,50852,576146
17-01-2018,24,48917,INR,39043,97066
09-02-2018,1,1380,INR,58201,254105
12-02-2018,13,26333,INR,12579,227830
16-02-2018,13,26333,INR,5585,102974
