id,name,Country,city,rating,rating_count,cuisine,link,address
567664,Mitran Da dhaba,India,Abohar,--,Too Few Ratings,"North Indian,Indian",https://www.swiggy.com/restaurants/mitran-da-dhaba-central-abohar-abohar-567664,"Mitran Da dhaba, Uttam Vihar colony, gate-2, Last crossing, abohar, Punjab 152116"
440878,The Super Cafe,India,Abohar,--,Too Few Ratings,Beverages,https://www.swiggy.com/restaurants/the-super-cafe-central-abohar-abohar-440878,"The Super Cafe, NAI ABADI, BADI POUDI, ST. NO.19,  Abohar (M Cl), Fazilka 1(Abohar), Fazilka,  Punjab - 152116"
161396,chacha sweets house,India,Abohar,--,Too Few Ratings,"Sweets,Beverages",https://www.swiggy.com/restaurants/chacha-sweets-house-central-nanak-nagri-abohar-161396,"chacha sweets house, h no 2402 st no 24 gaushalla road opp sukhmani hospital abohar"
382249,Cafe M,India,Abohar,--,Too Few Ratings,"Continental,Snacks",https://www.swiggy.com/restaurants/cafe-m-central-abohar-abohar-382249,"Cafe M, NEAR SITO FATAK, OPP LOONA NURSING HOME, ABOHAR,  Fazilka, Punjab- 152116"
161408,Frankie roll junction,India,Abohar,--,Too Few Ratings,"North Indian,Fast Food",https://www.swiggy.com/restaurants/frankie-roll-junction-central-raipura-abohar-161408,"Frankie roll junction, lajpat rai market near nehru park abohar"
432684,G.K Dhaba,India,Abohar,--,Too Few Ratings,"North Indian,Thalis",https://www.swiggy.com/restaurants/g-k-dhaba-central-abohar-abohar-432684,"G.K Dhaba, Khandwala Road, Abohar"
459776,DAYA RAJ VEG VAISHNO DHABA AND  CATERS,India,Abohar,--,Too Few Ratings,"Chinese,Snacks",https://www.swiggy.com/restaurants/daya-raj-veg-vaishno-dhaba-and-caters-central-abohar-abohar-459776,"DAYA RAJ VEG VAISHNO DHABA AND  CATERS, THAKKAR ABADI ROAD NEAR RAILWAY  CROSSING ABOHAR, Abohar (M Cl), Fazilka  1(Abohar), Fazilka, Punjab - 152116"
459775,JUICY BAR N RESTO,India,Abohar,--,Too Few Ratings,"Beverages,Pizzas",https://www.swiggy.com/restaurants/juicy-bar-n-resto-central-abohar-abohar-459775,"JUICY BAR N RESTO, BABA NAMDEV CHOWK, NEAR DOMINOS,  HANUMANGARH ROAD, Abohar (M Cl),  Fazilka 1(Abohar), Fazilka, Punjab - 152116"
420637,FresHub,India,Abohar,--,Too Few Ratings,Beverages,https://www.swiggy.com/restaurants/freshub-central-abohar-abohar-420637,"FresHub, SHOP NO. 118, CITY WALK MALL, GROUND  FLOOR,HANUMANGARH ROAD,ABOHAR,  Abohar (M Cl), Fazilka 1(Abohar), Fazilka,  Punjab - 152116"
420479,The Food Factory,India,Abohar,--,Too Few Ratings,"North Indian,South Indian",https://www.swiggy.com/restaurants/the-food-factory-central-abohar-abohar-420479,"The Food Factory, SIDHU NAGRI ,ST NO.5, MAIN ROAD, ABOHAR, Abohar (M Cl), Fazilka 1(Abohar), Fazilka"
427606,MUNNA PUNJABI RASOI,India,Abohar,--,Too Few Ratings,"Chinese,Indian",https://www.swiggy.com/restaurants/munna-punjabi-rasoi-central-abohar-abohar-427606,"MUNNA PUNJABI RASOI, HANUMANGARH ROAD NEAR DAV COLLEGE ABOHAR"
531363,Grill Master By Sharda Anita Enterprises,India,Abohar,--,Too Few Ratings,"Fast Food,Italian",https://www.swiggy.com/restaurants/grill-master-by-sharda-anita-enterprises-central-abohar-abohar-531363,"Grill Master By Sharda Anita Enterprises, OPP DOMINO'S PIZZA, NEAR NAMDEV  CHOWK, HANUMANGARH ROAD, ABOHAR,  Fazilka 1(Abohar), Fazilka, Punjab-152116"
156592,Maruti Plaza,India,Abohar,--,Too Few Ratings,"Beverages,Snacks",https://www.swiggy.com/restaurants/maruti-plaza-central-main-bazar-abohar-156592,"Maruti Plaza, house no st no 4 near durga mata mandir abohar"
373319,Nikku Chaap Cafe,India,Abohar,--,Too Few Ratings,"Indian,Chinese",https://www.swiggy.com/restaurants/nikku-chaap-cafe-central-canal-colony-abohar-373319,"Nikku Chaap Cafe, 324, Street No: 3, Badi Puri, Nai Abadi, Abohar-152116"
508318,DK Food Point,India,Abohar,--,Too Few Ratings,Chaat,https://www.swiggy.com/restaurants/dk-food-point-central-abohar-abohar-508318,"DK Food Point, SCO 29, Sri Ganganagar Rd, opposite PSPCL Power Station, Kothi Faij, Abohar, Punjab 152116, India"
407243,TUMMY CLINIK FAST FOOD CORNER,India,Abohar,--,Too Few Ratings,"Snacks,Chinese",https://www.swiggy.com/restaurants/tummy-clinik-fast-food-corner-central-abohar-abohar-407243,"TUMMY CLINIK FAST FOOD CORNER, nai abadi, street no.12, near post office,  abohar , Abohar (M Cl) , Fazilka 1(Abohar),  Fazilka, Punjab-152116"
187915,Sagar Fast Food,India,Abohar,--,Too Few Ratings,"North Indian,Fast Food",https://www.swiggy.com/restaurants/sagar-fast-food-mohan-bazar-patel-nagar-abohar-187915,"Sagar Fast Food, STREET NO. 6 MOHAN BAZAR NEAR SHIV MANDIR ABOHAR"
461724,SUDESH FAST FOOD,India,Abohar,4,20+ ratings,"Bakery,Chinese",https://www.swiggy.com/restaurants/sudesh-fast-food-central-abohar-abohar-461724,"SUDESH FAST FOOD, Shri Ganganagar Road, Near Tara  Estate, Fazilka 1(Abohar), Fazilka, ,  Punjab, 152116"
156542,Sonu Tandoori Paties,India,Abohar,--,Too Few Ratings,North Indian,https://www.swiggy.com/restaurants/sonu-tandoori-paties-central-abohar-abohar-156542,"Sonu Tandoori Paties, near tehsil complex sitto road abohar"
161405,Bihari da vaishno dhaba,India,Abohar,4,20+ ratings,North Indian,https://www.swiggy.com/restaurants/bihari-da-vaishno-dhaba-central-nanak-nagri-abohar-161405,"Bihari da vaishno dhaba, hanumangarh road mahavir colony lajpat nagar abohar"
462070,SHRI GANESH SWEET HOUSE,India,Abohar,--,Too Few Ratings,Indian,https://www.swiggy.com/restaurants/shri-ganesh-sweet-house-central-abohar-abohar-462070,"SHRI GANESH SWEET HOUSE, NEW GRAIN MARKET, Abohar (M Cl),  Fazilka 1(Abohar), Fazilka, Punjab - 152116"
224008,Sharma Bakery,India,Adilabad,3.5,20+ ratings,Bakery,https://www.swiggy.com/restaurants/sharma-bakery-city-mahalaxmiwada-adilabad-224008,"Sharma Bakery, Near Kumar Janta Ganesh Mandal, Kumar Pet Adilabad"
165533,IFC Restaurant,India,Adilabad,3.5,100+ ratings,American,https://www.swiggy.com/restaurants/ifc-restaurant-mahalaxmiwada-adilabad-165533,"IFC Restaurant, Jagadamba Towers, Gandhi Printing Press, Adilabad"
225827,Ayappa Fast Food,India,Adilabad,3.6,20+ ratings,Chinese,https://www.swiggy.com/restaurants/ayappa-fast-food-city-ravindra-nagar-colony-adilabad-225827,"Ayappa Fast Food,  opp-little star high school, ravindra nagar colony,, Adilabad - 504001"
242943,Hot N Chill Restaurant,India,Adilabad,3.5,100+ ratings,"European,Italian",https://www.swiggy.com/restaurants/hot-n-chill-restaurant-city-bhuktapur-adilabad-242943,"Hot N Chill Restaurant, H NO 4 -4 -703 BHUKTHAPUR,ADILABAD 504001"
186286,China Kitchen Fast Food,India,Adilabad,3.1,20+ ratings,"Chinese,Fast Food",https://www.swiggy.com/restaurants/china-kitchen-fast-food-tamsi-bus-stand-adilabad-city-adilabad-186286,"China Kitchen Fast Food, Gunj Road,Near Tamsi BusStand,Adilabad"
166613,Devi Family Restaurant,India,Adilabad,3.4,50+ ratings,"Indian,Chinese",https://www.swiggy.com/restaurants/devi-family-restaurant-collector-chowk-chaitanyapuri-adilabad-166613,"Devi Family Restaurant, Collector Chowk, Adilabada"
500628,Instaa Fast Food Center,India,Adilabad,--,Too Few Ratings,"Chinese,Snacks",https://www.swiggy.com/restaurants/instaa-fast-food-center-puhlong-x-road-nizamabad-500628,"Instaa Fast Food Center, Door No:6-16-212, Near Sfc school Subashnagar,Nizamabad,(urban),Nizamabad,Telanagana -503001"
186289,Hotel Radha Grand Family restaurant,India,Adilabad,3.5,50+ ratings,Biryani,https://www.swiggy.com/restaurants/hotel-radha-grand-family-restaurant-collector-chock-chaitanyapuri-adilabad-186289,"Hotel Radha Grand Family restaurant, opp: Star Medicals,near RIMS Hospital,Collector Chock.Adilabad"
165532,Hotel Surabhi Grand,India,Adilabad,3.7,100+ ratings,"Indian,Chinese",https://www.swiggy.com/restaurants/hotel-surabhi-grand-mahalaxmiwada-adilabad-165532,"Hotel Surabhi Grand, Cinema Road, Adilabad"
169281,Food Court,India,Adilabad,3.4,50+ ratings,"Indian,Chinese",https://www.swiggy.com/restaurants/food-court-bus-stand-vidya-nagar-adilabad-169281,"Food Court, Bus Stand Road,Adilabad"
408059,T-Ruchi,India,Adilabad,--,Too Few Ratings,"Sweets,Snacks",https://www.swiggy.com/restaurants/t-ruchi-ameerpet-hyderabad-408059,"T-Ruchi, Pillar No C 1432, Meridian Plaza, Ground Floor, Ameerpet Rd,  Begumpet, Hyderabad, Telangana 500016"
529171,CRUNCHY FAST FOOD CENTRE,India,Adilabad,--,Too Few Ratings,"Chinese,Snacks",https://www.swiggy.com/restaurants/crunchy-fast-food-centre-adilabad-city-adilabad-529171,"CRUNCHY FAST FOOD CENTRE, GANDHI PARK ROAD, Adilbad (Urban),  Adilabad, Telangana - 504001"
517814,8AM TIFFINS,India,Adilabad,--,Too Few Ratings,South Indian,https://www.swiggy.com/restaurants/8am-tiffins-adilabad-city-adilabad-517814,"8AM TIFFINS, H. NO. 4-3-114, NETAJI CHOWK,  ADILABAD-504001 TELANGANA, Adilbad  (Urban), Adilabad, Telangana - 504001"
167432,Minerva Ice Cream,India,Adilabad,4,20+ ratings,Desserts,https://www.swiggy.com/restaurants/minerva-ice-cream-collector-chowk-adilabad-city-adilabad-167432,"Minerva Ice Cream, Collector Chowk, Adilabad"
166971,Ayyappa Mess,India,Adilabad,--,Too Few Ratings,South Indian,https://www.swiggy.com/restaurants/ayyappa-mess-ntr-circle-ravindra-nagar-colony-adilabad-166971,"Ayyappa Mess, NTR Circle, Adilabad"
516171,FRUITASTY,India,Adilabad,--,Too Few Ratings,"Beverages,Desserts",https://www.swiggy.com/restaurants/fruitasty-adilabad-city-adilabad-516171,"FRUITASTY, 6/5/59, Near Srinivasa Nursing Home Netaji Chowk, Adilabad , Adilbad (Urban), Adilabad (Telangana), - 504001"
226299,Lotus Grand Family Restaurant,India,Adilabad,3.6,50+ ratings,Biryani,https://www.swiggy.com/restaurants/lotus-grand-family-restaurant-city-ravindra-nagar-colony-adilabad-226299,"Lotus Grand Family Restaurant, opp bustand Adilabad"
374706,Shaifan Tiffin Centre,India,Adilabad,--,Too Few Ratings,"Street Food,Indian",https://www.swiggy.com/restaurants/shaifan-tiffin-centre-city-vidya-nagar-adilabad-374706,"Shaifan Tiffin Centre, New bus stand (opposite) telagana grammina bank,  Adilabad, Telangana-504001"
473193,Food On Wheels,India,Adilabad,--,Too Few Ratings,South Indian,https://www.swiggy.com/restaurants/food-on-wheels-adilabad-city-adilabad-473193,"Food On Wheels, C/O STU BHAVAN,Gandhi Park Road,  Adilbad (Urban), Adilabad, Telangana -  504001"
167412,Sri Sai Mom's Kitchen Restaurant,India,Adilabad,3.3,20+ ratings,Biryani,https://www.swiggy.com/restaurants/sri-sai-moms-kitchen-restaurant-dasnapur-teachers-colony-adilabad-167412,"Sri Sai Mom's Kitchen Restaurant, Teachers Coloney, Dasnapur, Adilabad"
503717,China Kitchen Restaurant,India,Adilabad,--,Too Few Ratings,Chinese,https://www.swiggy.com/restaurants/china-kitchen-restaurant-adilabad-city-adilabad-503717,"China Kitchen Restaurant, Near SVR petrol pump Tripelly,Adilabad,Adilabad(urban)Telangana - 504001"
165530,Renuka Hotel,India,Adilabad,3.1,20+ ratings,South Indian,https://www.swiggy.com/restaurants/renuka-hotel-punjabi-chowk-mahalaxmiwada-adilabad-165530,"Renuka Hotel, Punjabi Chowk, Opp To Kushi Bar, Adilabad"
255925,Tanishq Family Restaurant,India,Adilabad,3.7,50+ ratings,"Chinese,Indian",https://www.swiggy.com/restaurants/tanishq-family-restaurant-city-bhuktapur-adilabad-255925,"Tanishq Family Restaurant, Bhukthapur,Adilabad,Telanagana"
225921,KMC Hotel,India,Adilabad,3.6,20+ ratings,Biryani,https://www.swiggy.com/restaurants/kmc-hotel-city-ravindra-nagar-colony-adilabad-225921,"KMC Hotel, NTR CHOWK Adilabad"
549242,RAMA JUICE AND SHAKES PARLOUR (LASSI N SHAKES ),India,Adilabad,--,Too Few Ratings,"Indian,Beverages",https://www.swiggy.com/restaurants/rama-juice-and-shakes-parlour-lassi-n-shakes-adilabad-city-adilabad-549242,"RAMA JUICE AND SHAKES PARLOUR (LASSI N SHAKES ), 7-1-13/3/B  ADILABAD 504001"
321587,Kwality Walls Frozen Dessert and Ice Cream Shop,India,Adityapur,4.8,20+ ratings,Desserts,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-sakchi-jamshedpur-321587,"Kwality Walls Frozen Dessert and Ice Cream Shop, Shop No.1(II), B. No.1, Mango Bus Stand, P.S. Sakchi, P.S. Sitaramdera , District - Purbi Singhbhum, STATE - Jharkhand"
439487,La Pino'z Pizza,India,Adityapur,4.1,500+ ratings,"Pizzas,Fast Food",https://www.swiggy.com/restaurants/la-pinoz-pizza-bistupur-jamshedpur-439487,"La Pino'z Pizza, Ground Floor, 29, Kharkai Link Road, Bistupur, Jamshedpur, East Singhbhum, Jharkhand, 831001"
397980,Chaw Box,India,Adityapur,3.3,100+ ratings,"Chinese,North Indian",https://www.swiggy.com/restaurants/chaw-box-adityapur-jamshedpur-397980,"Chaw Box, 1295, MAIN ROAD ADITYAPUR, SERAIKELAKHARSAWAN, BEHIND SHARMA MARKET,  JHARKHAND, KHARSAWAN, KHARSAWAN,  Saraikela, Jharkhand-831013"
304302,Cafe Coffee Day,India,Adityapur,3.7,50+ ratings,"Beverages,Snacks",https://www.swiggy.com/restaurants/cafe-coffee-day-bistupur-jamshedpur-304302,"Cafe Coffee Day, cafecoffee day .D-costa mansion,Bistupur ,jamshedpur purbi singhbhum (jharkhand)"
533186,Aditya Inn Restaurant,India,Adityapur,3.6,100+ ratings,"Biryani,Chinese",https://www.swiggy.com/restaurants/aditya-inn-restaurant-adityapur-jamshedpur-533186,"Aditya Inn Restaurant, Plot number 1295, Main Rd, Behind  Sharma market, Adityapur Basti,  Adityapur,GAMAHARIA, Saraikela, ,  Jharkhand, 831013"
478348,Taste Ville,India,Adityapur,--,Too Few Ratings,"North Indian,Indian",https://www.swiggy.com/restaurants/taste-ville-telco-jamshedpur-478348,"Taste Ville, Old sitram dera jamshedpur"
138890,Indian Bakery,India,Adityapur,3.3,100+ ratings,Bakery,https://www.swiggy.com/restaurants/indian-bakery-sonari-bistupur-jamshedpur-138890,"Indian Bakery, SHOP NO 1, RANI KUDAR,KADMA, JAMSHEDPUR"
553999,Mannat Bakers,India,Adityapur,--,Too Few Ratings,Bakery,https://www.swiggy.com/restaurants/mannat-bakers-adityapur-jamshedpur-553999,"Mannat Bakers, S TYPE CHOWK, ADITYAPUR, NAGAR NIGAM, SARAIKELA, JHARKHAND - 831013"
410839,China Town,India,Adityapur,--,Too Few Ratings,Chinese,https://www.swiggy.com/restaurants/china-town-mango-jamshedpur-410839,"China Town, KAMLA SADAN, 3RD FLOOR, H. NO.: 6,  SUBHASH COLONY, DIMNA ROAD,  MANGO, Mango Municipality Word Nos 8,  Muncipality, Purbi Singhbhum, Jharkhand  - 831012"
137701,The Onyx (Pure veg),India,Adityapur,3.8,100+ ratings,"Indian,Chinese",https://www.swiggy.com/restaurants/the-onyx-pure-veg-adityapur-jamshedpur-137701,"The Onyx (Pure veg), SHERE-PUNJAB CHOUK, TATA KANDRA MAIN ROAD, BESIDE V MART, ADITYAPUR, JAMSHEDPUR"
575990,KI & KA KITCHEN,India,Adityapur,--,Too Few Ratings,"Chinese,North Indian",https://www.swiggy.com/restaurants/ki-and-ka-kitchen-adityapur-jamshedpur-575990,"KI & KA KITCHEN, road, near meditrina hospital, \\r\\nNaginapuri, Dindli Basti, Adityapur, \\r\\nJamshedpur,,"
410838,Magic Momo,India,Adityapur,--,Too Few Ratings,"Chinese,Tandoor",https://www.swiggy.com/restaurants/magic-momo-mango-jamshedpur-410838,"Magic Momo, KAMLA SADAN, 3RD FLOOR, H. NO.: 6,  SUBHASH COLONY, DIMNA ROAD,  MANGO, Mango Municipality Word Nos 8,  Muncipality, Purbi Singhbhum, Jharkhand  - 831012"
397258,Yes Yo Momo,India,Adityapur,--,Too Few Ratings,Chinese,https://www.swiggy.com/restaurants/yes-yo-momo-adityapur-jamshedpur-397258,"Yes Yo Momo, CHOUDHARY JAGARNATHPUR, GAMARIA,  ADITYAPUR 2, ADITYAPUR, GAMAHARIA,  Saraikela, Jharkhand - 832109"
