menu_id,r_id,f_id,cuisine,price
mn128286,569707,fd0,"Ice Cream,American",55
mn128286,569707,fd669322,"Ice Cream,American",55
mn128415,489905,fd0,"Pan-Asian,Chinese",129
mn128415,489905,fd669322,"Pan-Asian,Chinese",129
mn133029,106309,fd0,Continental,75
mn133029,106309,fd669322,Continental,75
mn133038,106309,fd0,Continental,75
mn133038,106309,fd669322,Continental,75
mn133868,51680,fd0,Beverages,200
mn133868,51680,fd669322,Beverages,200
mn134160,51685,fd0,Beverages,95
mn134160,51685,fd669322,Beverages,95
mn134220,51685,fd0,Beverages,95
mn134220,51685,fd669322,Beverages,95
mn134733,416752,fd0,"Fast Food,Snacks",160
mn134733,416752,fd669322,"Fast Food,Snacks",160
mn136006,310367,fd0,"Snacks,Italian",80
mn136006,310367,fd669322,"Snacks,Italian",80
mn136047,310367,fd0,"Snacks,Italian",80
mn136047,310367,fd669322,"Snacks,Italian",80
mn139076,543430,fd0,"Italian-American,Fast Food",50
mn139076,543430,fd669322,"Italian-American,Fast Food",50
mn142368,361592,fd0,"Italian,Chinese",148
mn142368,361592,fd669322,"Italian,Chinese",148
mn143511,473959,fd0,"American,Fast Food",185
mn143511,473959,fd669322,"American,Fast Food",185
mn149237,114922,fd0,Indian,70
mn149237,114922,fd669322,Indian,70
mn149712,505482,fd0,"Beverages,Pizzas",80
mn149712,505482,fd669322,"Beverages,Pizzas",80
mn150397,439917,fd0,"Fast Food,North Indian",205
mn150397,439917,fd669322,"Fast Food,North Indian",205
mn152907,63622,fd0,Beverages,95
mn152907,63622,fd669322,Beverages,95
mn153070,63622,fd0,Beverages,95
mn153070,63622,fd669322,Beverages,95
mn155209,63517,fd0,Pizzas,60
mn155209,63517,fd669322,Pizzas,60
mn158798,490793,fd0,"Pizzas,Fast Food",50
mn158798,490793,fd669322,"Pizzas,Fast Food",50
mn160509,352851,fd0,Combo,68
mn160509,352851,fd669322,Combo,68
mn161266,132287,fd0,Bakery,68
mn161266,132287,fd669322,Bakery,68
mn161345,132287,fd0,Bakery,68
mn161345,132287,fd669322,Bakery,68
mn162334,369994,fd0,"Italian,Indian",60
mn162334,369994,fd669322,"Italian,Indian",60
mn163328,323741,fd0,"Pizzas,Snacks",55
mn163328,323741,fd669322,"Pizzas,Snacks",55
mn164791,573112,fd0,"Cafe,Fast Food",60
mn164791,573112,fd669322,"Cafe,Fast Food",60
mn170581,379352,fd0,Snacks,60
mn170581,379352,fd669322,Snacks,60
mn170615,543712,fd0,"Fast Food,Snacks",55
mn170615,543712,fd669322,"Fast Food,Snacks",55
mn175158,194256,fd0,"Snacks,Italian",50
mn175158,194256,fd669322,"Snacks,Italian",50
mn175292,550903,fd0,"Beverages,Italian-American",130
mn175292,550903,fd669322,"Beverages,Italian-American",130
mn176660,563683,fd0,"Fast Food,Pizzas",60
mn176660,563683,fd669322,"Fast Food,Pizzas",60
mn180955,352725,fd0,"Beverages,Snacks",60
mn180955,352725,fd669322,"Beverages,Snacks",60
mn182260,528114,fd0,"Fast Food,Snacks",70
mn182260,528114,fd669322,"Fast Food,Snacks",70
mn182497,521044,fd0,"Fast Food,Snacks",55
mn182497,521044,fd669322,"Fast Food,Snacks",55
mn182808,323011,fd0,"Street Food,Continental",84
mn182808,323011,fd669322,"Street Food,Continental",84
mn184046,55549,fd0,"Fast Food,Snacks",50
mn184046,55549,fd669322,"Fast Food,Snacks",50
mn184117,55549,fd0,"Fast Food,Snacks",50
mn184117,55549,fd669322,"Fast Food,Snacks",50
mn184961,435577,fd0,Desserts,90
mn184961,435577,fd669322,Desserts,90
mn185992,95663,fd0,"Street Food,Desserts",70
mn185992,95663,fd669322,"Street Food,Desserts",70
mn186030,95663,fd0,"Street Food,Desserts",70
mn186030,95663,fd669322,"Street Food,Desserts",70
mn189899,340368,fd0,"Indian,Continental",80
mn189899,340368,fd669322,"Indian,Continental",80
mn192632,36340,fd0,Street Food,99
mn192632,36340,fd669322,Street Food,99
mn192931,504989,fd0,"Beverages,Fast Food",80
mn192931,504989,fd669322,"Beverages,Fast Food",80
mn194283,50581,fd0,North Indian,55
mn194283,50581,fd669322,North Indian,55
mn194369,524212,fd0,"Fast Food,Pizzas",99
mn194369,524212,fd669322,"Fast Food,Pizzas",99
mn200446,248030,fd0,"Pizzas,Pastas",175
mn200446,248030,fd669322,"Pizzas,Pastas",175
mn200573,248030,fd0,"Pizzas,Pastas",175
mn200573,248030,fd669322,"Pizzas,Pastas",175
mn203656,337247,fd0,"North Indian,Snacks",55
mn203656,337247,fd669322,"North Indian,Snacks",55
mn207012,253531,fd0,Beverages,60
mn207012,253531,fd669322,Beverages,60
mn207089,504350,fd0,"Fast Food,Chinese",130
mn207089,504350,fd669322,"Fast Food,Chinese",130
mn212339,382302,fd0,Snacks,50
mn212339,382302,fd669322,Snacks,50
mn212532,489818,fd0,"Snacks,Fast Food",50
mn212532,489818,fd669322,"Snacks,Fast Food",50
mn213298,487880,fd0,"Fast Food,Italian",50
mn213298,487880,fd669322,"Fast Food,Italian",50
mn213547,480794,fd0,"North Indian,Fast Food",100
mn213547,480794,fd669322,"North Indian,Fast Food",100
mn215672,546367,fd0,"Fast Food,Snacks",139
mn215672,546367,fd669322,"Fast Food,Snacks",139
mn217099,243905,fd0,"Beverages,Chaat",95
mn217099,243905,fd669322,"Beverages,Chaat",95
mn217234,243905,fd0,"Beverages,Chaat",95
mn217234,243905,fd669322,"Beverages,Chaat",95
mn218180,327379,fd0,"Beverages,Pizzas",112
mn218180,327379,fd669322,"Beverages,Pizzas",112
mn218272,327379,fd0,"Beverages,Pizzas",80
mn218272,327379,fd669322,"Beverages,Pizzas",80
mn218298,509078,fd0,"Fast Food,American",90
mn218298,509078,fd669322,"Fast Food,American",90
mn222567,226063,fd0,"American,Indian",90
mn222567,226063,fd669322,"American,Indian",90
mn224454,521333,fd0,"Fast Food,North Indian",109
mn224454,521333,fd669322,"Fast Food,North Indian",109
mn226727,312138,fd0,"Pizzas,Indian",50
mn226727,312138,fd669322,"Pizzas,Indian",50
mn228479,327743,fd0,Beverages,140
mn228479,327743,fd669322,Beverages,140
mn229871,531428,fd0,"Fast Food,Pizzas",89
mn229871,531428,fd669322,"Fast Food,Pizzas",89
mn233427,549054,fd0,"Fast Food,Street Food",50
mn233427,549054,fd669322,"Fast Food,Street Food",50
mn234956,517276,fd0,"Fast Food,Street Food",70
mn234956,517276,fd669322,"Fast Food,Street Food",70
mn243223,437843,fd0,"Fast Food,Snacks",120
mn243223,437843,fd669322,"Fast Food,Snacks",120
mn243613,516375,fd0,"Pizzas,American",130
mn243613,516375,fd669322,"Pizzas,American",130
mn245968,469643,fd0,"Fast Food,Italian",70
mn245968,469643,fd669322,"Fast Food,Italian",70
mn246488,494953,fd0,"Fast Food,Street Food",60
mn246488,494953,fd669322,"Fast Food,Street Food",60
mn247171,504837,fd0,Fast Food,50
mn247171,504837,fd669322,Fast Food,50
mn250905,160865,fd0,"Chinese,American",100
mn250905,160865,fd669322,"Chinese,American",100
mn252149,549782,fd0,"Beverages,Fast Food",95
mn252149,549782,fd669322,"Beverages,Fast Food",95
mn252758,386064,fd0,"Continental,Beverages",89
mn252758,386064,fd669322,"Continental,Beverages",89
mn255051,305773,fd0,"Chinese,Indian",150
mn255051,305773,fd669322,"Chinese,Indian",150
mn258673,561832,fd0,"Beverages,Snacks",60
mn258673,561832,fd669322,"Beverages,Snacks",60
mn258910,298380,fd0,"Indian,Snacks",75
mn258910,298380,fd669322,"Indian,Snacks",75
mn261014,114140,fd0,North Indian,50
mn261014,114140,fd669322,North Indian,50
mn261487,370443,fd0,"Pizzas,North Indian",85
mn261487,370443,fd669322,"Pizzas,North Indian",85
mn262176,57728,fd0,"Snacks,Indian",89
mn262176,57728,fd669322,"Snacks,Indian",89
mn263868,562178,fd0,Beverages,50
mn263868,562178,fd669322,Beverages,50
mn264528,576463,fd0,"Pizzas,Italian",75
mn264528,576463,fd669322,"Pizzas,Italian",75
mn264802,130203,fd0,"Beverages,Snacks",100
mn264802,130203,fd669322,"Beverages,Snacks",100
mn265966,507430,fd0,"Beverages,Pizzas",70
mn265966,507430,fd669322,"Beverages,Pizzas",70
mn267965,95225,fd0,"Snacks,Pizzas",80
mn267965,95225,fd669322,"Snacks,Pizzas",80
mn268148,95225,fd0,"Snacks,Pizzas",80
mn268148,95225,fd669322,"Snacks,Pizzas",80
mn268254,45169,fd0,"Sweets,Snacks",91
mn268254,45169,fd669322,"Sweets,Snacks",91
mn271920,499909,fd0,"Beverages,Pizzas",100
mn271920,499909,fd669322,"Beverages,Pizzas",100
mn271975,499909,fd0,"Beverages,Pizzas",100
mn271975,499909,fd669322,"Beverages,Pizzas",100
mn272450,84142,fd0,Snacks,60
mn272450,84142,fd669322,Snacks,60
mn281713,528110,fd0,"Fast Food,Beverages",110
mn281713,528110,fd669322,"Fast Food,Beverages",110
mn287628,396716,fd0,Fast Food,45
mn287628,396716,fd669322,Fast Food,45
mn288604,477495,fd0,"Fast Food,Italian",55
mn288604,477495,fd669322,"Fast Food,Italian",55
mn289793,552051,fd0,"Snacks,Fast Food",40
mn289793,552051,fd669322,"Snacks,Fast Food",40
mn289816,552051,fd0,"Snacks,Fast Food",165
mn289816,552051,fd669322,"Snacks,Fast Food",165
mn295709,204046,fd0,"Ice Cream,Snacks",35
mn295709,204046,fd669322,"Ice Cream,Snacks",35
mn301860,548306,fd0,"Chinese,Fast Food",119
mn301860,548306,fd669322,"Chinese,Fast Food",119
mn303019,488027,fd0,"Fast Food,Beverages",120
mn303019,488027,fd669322,"Fast Food,Beverages",120
mn308161,538559,fd0,"Waffle,Fast Food",64
mn308161,538559,fd669322,"Waffle,Fast Food",64
mn309498,330980,fd0,"Beverages,Desserts",100
mn309498,330980,fd669322,"Beverages,Desserts",100
mn313572,568680,fd0,"Pizzas,Snacks",79
mn313572,568680,fd669322,"Pizzas,Snacks",79
mn313631,378352,fd0,Indian,55
mn313631,378352,fd669322,Indian,55
mn319139,54309,fd0,"Continental,Pizzas",225
mn319139,54309,fd669322,"Continental,Pizzas",225
mn322678,561902,fd0,"Beverages,Snacks",99
mn322678,561902,fd669322,"Beverages,Snacks",99
mn325778,452204,fd0,"Pizzas,Snacks",80
mn325778,452204,fd669322,"Pizzas,Snacks",80
mn330504,363706,fd0,"Beverages,Desserts",120
mn330504,363706,fd669322,"Beverages,Desserts",120
mn334309,291769,fd0,Beverages,65
mn334309,291769,fd669322,Beverages,65
mn335658,36668,fd0,"Continental,Beverages",100
mn335658,36668,fd669322,"Continental,Beverages",100
mn335703,36668,fd0,"Continental,Beverages",100
mn335703,36668,fd669322,"Continental,Beverages",100
mn340536,38003,fd0,"Fast Food,Snacks",75
mn340536,38003,fd669322,"Fast Food,Snacks",75
mn343572,363690,fd0,"Beverages,Desserts",120
mn343572,363690,fd669322,"Beverages,Desserts",120
mn344506,436503,fd0,"Pizzas,Pastas",130.8
mn344506,436503,fd669322,"Pizzas,Pastas",130.8
mn347628,408241,fd0,"Chinese,Beverages",60
mn347628,408241,fd669322,"Chinese,Beverages",60
mn350851,196826,fd0,"Pizzas,American",90
mn350851,196826,fd669322,"Pizzas,American",90
mn350950,196826,fd0,"Pizzas,American",90
mn350950,196826,fd669322,"Pizzas,American",90
mn353435,432310,fd0,"North Indian,Biryani",90
mn353435,432310,fd669322,"North Indian,Biryani",90
mn353457,432310,fd0,"North Indian,Biryani",90
mn353457,432310,fd669322,"North Indian,Biryani",90
mn356542,524490,fd0,"Fast Food,Pizzas",90
mn356542,524490,fd669322,"Fast Food,Pizzas",90
mn358509,73391,fd0,Fast Food,120
mn358509,73391,fd669322,Fast Food,120
mn361207,563070,fd0,Fast Food,100
mn361207,563070,fd669322,Fast Food,100
mn368052,505186,fd0,"Thalis,Indian",60
mn368052,505186,fd669322,"Thalis,Indian",60
mn369499,448330,fd0,"Chinese,Beverages",75
mn369499,448330,fd669322,"Chinese,Beverages",75
mn373562,479178,fd0,"Fast Food,Italian",49
mn373562,479178,fd669322,"Fast Food,Italian",49
mn373669,515331,fd0,"Fast Food,Snacks",65
mn373669,515331,fd669322,"Fast Food,Snacks",65
mn375127,461866,fd0,"Pizzas,Street Food",125
mn375127,461866,fd669322,"Pizzas,Street Food",125
mn378995,579052,fd0,Beverages,100
mn378995,579052,fd669322,Beverages,100
mn380809,550852,fd0,"Beverages,Fast Food",65
mn380809,550852,fd669322,"Beverages,Fast Food",65
mn385056,491646,fd0,"Snacks,Fast Food",122
mn385056,491646,fd669322,"Snacks,Fast Food",122
mn405711,297810,fd0,"Beverages,Pizzas",70
mn405711,297810,fd669322,"Beverages,Pizzas",70
mn412397,297918,fd0,"Pizzas,Pastas",70
mn412397,297918,fd669322,"Pizzas,Pastas",70
mn415278,152428,fd0,Street Food,59
mn415278,152428,fd669322,Street Food,59
mn415349,152428,fd0,Street Food,59
mn415349,152428,fd669322,Street Food,59
mn415825,146417,fd0,Italian,70
mn415825,146417,fd669322,Italian,70
mn415857,146417,fd0,Italian,70
mn415857,146417,fd669322,Italian,70
mn416966,107409,fd0,"Fast Food,Waffle",66
mn416966,107409,fd669322,"Fast Food,Waffle",66
mn417434,557545,fd0,"Fast Food,Chinese",60
mn417434,557545,fd669322,"Fast Food,Chinese",60
mn417638,517322,fd0,"Fast Food,Pizzas",100
mn417638,517322,fd669322,"Fast Food,Pizzas",100
mn418157,508327,fd0,"Fast Food,Snacks",80
mn418157,508327,fd669322,"Fast Food,Snacks",80
mn418327,518581,fd0,"Fast Food,Pizzas",55
mn418327,518581,fd669322,"Fast Food,Pizzas",55
mn418898,496896,fd0,"Fast Food,Snacks",60
mn418898,496896,fd669322,"Fast Food,Snacks",60
mn419588,124631,fd0,"Beverages,Chinese",60
mn419588,124631,fd669322,"Beverages,Chinese",60
mn419773,198751,fd0,North Indian,60
mn419773,198751,fd669322,North Indian,60
mn420406,563622,fd0,"Italian-American,Fast Food",60
mn420406,563622,fd669322,"Italian-American,Fast Food",60
mn424949,127969,fd0,"North Indian,Biryani",80
mn424949,127969,fd669322,"North Indian,Biryani",80
mn425563,115257,fd0,North Indian,125
mn425563,115257,fd669322,North Indian,125
mn430668,495006,fd0,Fast Food,50
mn430668,495006,fd669322,Fast Food,50
mn434803,228460,fd0,Fast Food,50
mn434803,228460,fd669322,Fast Food,50
mn434814,125822,fd0,North Indian,40
mn434814,125822,fd669322,North Indian,40
mn434825,125822,fd0,North Indian,40
mn434825,125822,fd669322,North Indian,40
mn435306,562378,fd0,"Chinese,Indian",70
mn435306,562378,fd669322,"Chinese,Indian",70
mn437099,500936,fd0,"Pizzas,American",60
mn437099,500936,fd669322,"Pizzas,American",60
mn438325,563159,fd0,"Chinese,Indian",97
mn438325,563159,fd669322,"Chinese,Indian",97
mn442047,332304,fd0,Beverages,90
mn442047,332304,fd669322,Beverages,90
mn442920,435458,fd0,"Pizzas,Beverages",80
mn442920,435458,fd669322,"Pizzas,Beverages",80
mn458126,248400,fd0,"Italian,American",69
mn458126,248400,fd669322,"Italian,American",69
mn461012,104173,fd0,Chinese,60
mn461012,104173,fd669322,Chinese,60
mn461133,104173,fd0,Chinese,60
mn461133,104173,fd669322,Chinese,60
mn465122,259118,fd0,Indian,70
mn465122,259118,fd669322,Indian,70
mn467836,518543,fd0,"Fast Food,Snacks",39
mn467836,518543,fd669322,"Fast Food,Snacks",39
mn468498,420165,fd0,"American,Fast Food",89
mn468498,420165,fd669322,"American,Fast Food",89
mn473713,552505,fd0,"North Indian,Chinese",75
mn473713,552505,fd669322,"North Indian,Chinese",75
mn473960,104243,fd0,"American,Fast Food",50
mn473960,104243,fd669322,"American,Fast Food",50
mn473986,104243,fd0,"American,Fast Food",50
mn473986,104243,fd669322,"American,Fast Food",50
mn474047,576928,fd0,"Pizzas,Fast Food",59
mn474047,576928,fd669322,"Pizzas,Fast Food",59
mn474565,390295,fd0,"Indian,Chinese",70
mn474565,390295,fd669322,"Indian,Chinese",70
mn474826,563124,fd0,"North Indian,Chinese",50
mn474826,563124,fd669322,"North Indian,Chinese",50
mn475353,458122,fd0,"North Indian,South Indian",70
mn475353,458122,fd669322,"North Indian,South Indian",70
mn475923,424381,fd0,"Pizzas,Snacks",69
mn475923,424381,fd669322,"Pizzas,Snacks",69
mn476994,570242,fd0,"Indian,Snacks",39
mn476994,570242,fd669322,"Indian,Snacks",39
mn477239,422611,fd0,North Indian,39
mn477239,422611,fd669322,North Indian,39
mn477248,565714,fd0,"North Indian,Burgers",60
mn477248,565714,fd669322,"North Indian,Burgers",60
mn479601,504716,fd0,"Pizzas,Biryani",102.4
mn479601,504716,fd669322,"Pizzas,Biryani",102.4
mn482282,80413,fd0,"Beverages,Pizzas",69
mn482282,80413,fd669322,"Beverages,Pizzas",69
mn484585,343555,fd0,"Pizzas,Snacks",59
mn484585,343555,fd669322,"Pizzas,Snacks",59
mn484715,531144,fd0,Fast Food,59
mn484715,531144,fd669322,Fast Food,59
mn485257,345424,fd0,"Chinese,Fast Food",90
mn485257,345424,fd669322,"Chinese,Fast Food",90
mn487772,80461,fd0,"South Indian,North Indian",160
mn487772,80461,fd669322,"South Indian,North Indian",160
mn488655,550507,fd0,"North Indian,South Indian",225
mn488655,550507,fd669322,"North Indian,South Indian",225
mn494008,425017,fd0,"Bakery,Desserts",97.46
mn494008,425017,fd669322,"Bakery,Desserts",97.46
mn496136,564075,fd0,Beverages,79
mn496136,564075,fd669322,Beverages,79
mn496269,309969,fd0,Italian,59
mn496269,309969,fd669322,Italian,59
mn496424,309969,fd0,Italian,59
mn496424,309969,fd669322,Italian,59
mn496526,394363,fd0,"South Indian,Thalis",60
mn496526,394363,fd669322,"South Indian,Thalis",60
mn501107,564074,fd0,Burgers,69
mn501107,564074,fd669322,Burgers,69
mn501215,564073,fd0,"American,Beverages",79
mn501215,564073,fd669322,"American,Beverages",79
mn502019,310035,fd0,"Pizzas,Fast Food",60
mn502019,310035,fd669322,"Pizzas,Fast Food",60
mn502194,310035,fd0,"Pizzas,Fast Food",60
mn502194,310035,fd669322,"Pizzas,Fast Food",60
mn504570,464748,fd0,Snacks,68
mn504570,464748,fd669322,Snacks,68
mn505066,273369,fd0,"Mughlai,Biryani",100
mn505066,273369,fd669322,"Mughlai,Biryani",100
mn506888,550722,fd0,"Beverages,Snacks",70
mn506888,550722,fd669322,"Beverages,Snacks",70
mn507064,153693,fd0,Snacks,45
mn507064,153693,fd669322,Snacks,45
mn507495,447438,fd0,Italian,45
mn507495,447438,fd669322,Italian,45
mn507767,461587,fd0,"Chinese,American",69
mn507767,461587,fd669322,"Chinese,American",69
mn508187,495094,fd0,"Bakery,American",45
mn508187,495094,fd669322,"Bakery,American",45
mn508383,129515,fd0,"Bakery,Beverages",50
mn508383,129515,fd669322,"Bakery,Beverages",50
mn510468,482325,fd0,"Ice Cream,Beverages",40
mn510468,482325,fd669322,"Ice Cream,Beverages",40
mn510483,482325,fd0,"Ice Cream,Beverages",40
mn510483,482325,fd669322,"Ice Cream,Beverages",40
mn512229,292230,fd0,"Pizzas,Snacks",59
mn512229,292230,fd669322,"Pizzas,Snacks",59
mn512269,292230,fd0,"Pizzas,Snacks",59
mn512269,292230,fd669322,"Pizzas,Snacks",59
mn512552,548648,fd0,"Biryani,Fast Food",60
mn512552,548648,fd669322,"Biryani,Fast Food",60
mn512935,461741,fd0,"Pizzas,American",69
mn512935,461741,fd669322,"Pizzas,American",69
mn512994,314904,fd0,"Chinese,Pizzas",80
mn512994,314904,fd669322,"Chinese,Pizzas",80
mn513450,455307,fd0,"Chinese,Pizzas",50
mn513450,455307,fd669322,"Chinese,Pizzas",50
mn514135,559578,fd0,"Beverages,Snacks",70
mn514135,559578,fd669322,"Beverages,Snacks",70
mn514585,530741,fd0,Indian,50
mn514585,530741,fd669322,Indian,50
mn517395,461930,fd0,"North Indian,Punjabi",30
mn517395,461930,fd669322,"North Indian,Punjabi",30
mn518452,412896,fd0,"Fast Food,Beverages",60
mn518452,412896,fd669322,"Fast Food,Beverages",60
mn518529,473306,fd0,"Chinese,Snacks",80
mn518529,473306,fd669322,"Chinese,Snacks",80
mn520081,381360,fd0,"South Indian,Fast Food",50
mn520081,381360,fd669322,"South Indian,Fast Food",50
mn520349,389661,fd0,"Pizzas,Fast Food",60
mn520349,389661,fd669322,"Pizzas,Fast Food",60
mn522630,159543,fd0,"North Indian,Chinese",80
mn522630,159543,fd669322,"North Indian,Chinese",80
mn522750,550638,fd0,"Pizzas,Snacks",50
mn522750,550638,fd669322,"Pizzas,Snacks",50
mn525932,184948,fd0,"Fast Food,Pizzas",70
mn525932,184948,fd669322,"Fast Food,Pizzas",70
mn526735,383012,fd0,"Fast Food,Chinese",70
mn526735,383012,fd669322,"Fast Food,Chinese",70
mn527341,494642,fd0,"Pizzas,Bakery",55
mn527341,494642,fd669322,"Pizzas,Bakery",55
mn529888,511294,fd0,"Beverages,Snacks",60
mn529888,511294,fd669322,"Beverages,Snacks",60
mn530436,530431,fd0,"Pizzas,Fast Food",129
mn530436,530431,fd669322,"Pizzas,Fast Food",129
mn530495,530447,fd0,"Pizzas,Fast Food",129
mn530495,530447,fd669322,"Pizzas,Fast Food",129
mn530625,357862,fd0,Indian,118
mn530625,357862,fd669322,Indian,118
mn530790,463240,fd0,"Pizzas,American",129
mn530790,463240,fd669322,"Pizzas,American",129
mn530834,463800,fd0,"Pizzas,Italian",129
mn530834,463800,fd669322,"Pizzas,Italian",129
mn530873,532730,fd0,"Pizzas,Fast Food",160
mn530873,532730,fd669322,"Pizzas,Fast Food",160
mn530927,532745,fd0,"Pizzas,Fast Food",160
mn530927,532745,fd669322,"Pizzas,Fast Food",160
